HAC01,T_ref
HAC02,T_ref
HAC03,T_ref
HAC04,O_ref
HAC05,O_ref
HAC06,F_ref
HAC13,F_ref
HAC14,L_ref
HAC15,T_ref
HAC19,x1_ref
HAC07,L_ref
HAC08,T_ref
HAC09,T_ref
HAC10,T_ref
HAC11,O_ref
HAC12,O_ref
HAC16,O_ref
HAC17,F_ref
HAC18,L_ref
HAC20,x3_ref
